curp,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,edad,sexo,nivel_trabajo,casa,ahorros,cheques,credito_cantidad,credito_duracion,credito_proposito,riego
YEME550918,Ellen,Yeager,Mcnabb,1955-09-18,63,M,1,no,muy-grande,44353895,15456,15,linea blanca,bueno
SAVR670628,Ron,Sawyer,Vidal,1967-06-28,51,H,0,propia,moderada,44523,42749,7,reparaciones,malo
LAVS240215,Sanford,Lacosse,Vang,1924-02-15,95,H,0,propia,muy-grande,93715903,40985,15,muebles,bueno
AEPA170712,Athena,Arneecher,Prather,1917-07-12,101,M,1,renta,muy-grande,58618231,26129,11,reparaciones,bueno
JAOR510707,Randy,Jauregui,Ostrowski,1951-07-07,67,H,2,propia,pequena,2502,29244,7,muebles,bueno
CABW800601,Wayne,Crabtree,Belknap,1980-06-01,38,H,1,propia,muy-grande,97716729,8079,2,linea blanca,malo
JOCJ470227,Jeremiah,Jordan,Cole,1947-02-27,72,H,1,no,moderada,19604,47307,8,otros,bueno
LUCM070404,Melvin,Lusk,Castro,1907-04-04,112,H,3,no,pequena,2560,19994,22,carro,bueno
WIWB151116,Bryan,Withrow,Whitted,1915-11-16,103,H,1,no,pequena,1428,40986,23,muebles,malo
JARJ470925,James,James,Rice,1947-09-25,71,H,1,propia,pequena,9754,7469,3,muebles,bueno
ROBB331025,Brian,Roberson,Ballard,1933-10-25,85,H,2,renta,muy-grande,2528837,38916,20,TV,bueno
JOGM930808,Michael,Jones,Gaines,1993-08-08,25,H,2,renta,muy-grande,26198547,18198,3,radio,malo
EESS740519,Stephen,Eckles,Schmal,1974-05-19,44,H,1,renta,alta,19353930,2113,11,vacaciones,malo
HUSC120115,Cynthia,Hughes,Sandridge,1912-01-15,107,M,2,no,moderada,40669,5949,16,educacion,malo
TEBD010717,Donald,Terrell,Bell,1901-07-17,117,H,0,no,alta,96779792,12216,21,equipo,malo
PABI470310,Isaac,Parker,Budde,1947-03-10,72,H,0,propia,pequena,1135,42268,5,negocios,bueno
FAMK990501,Kevin,Faulk,Meek,1999-05-01,19,H,3,renta,muy-grande,49206077,12077,2,muebles,malo
SIPN271209,Norma,Smiler,Page,1927-12-09,91,M,3,renta,alta,97427206,43165,16,TV,bueno
TAHD540620,Dorothy,Tran,Hancock,1954-06-20,64,M,3,no,pequena,5758,31438,8,vacaciones,bueno
FODS010512,Sean,Fornes,Dortch,1901-05-12,117,H,3,propia,alta,34722534,6619,19,reparaciones,bueno
ODS3101277,Stephen,Orth,Davis,1931-01-27,88,H,1,renta,muy-grande,69940529,36073,2,muebles,malo
EERL460109,Lisa,Elwell,Robinson,1946-01-09,73,M,2,renta,muy-grande,4421332,43128,18,radio,bueno
SIBJ121202,John,Smith,Bergeron,1912-12-02,106,H,1,no,moderada,10251,38899,8,vacaciones,bueno
EADP510601,Patrick,Evans,Dettloff,1951-06-01,67,H,2,propia,alta,64384499,32866,5,vacaciones,bueno
VERT290807,Timothy,Velovic,Riveron,1929-08-07,89,H,2,no,moderada,17353,18462,9,radio,bueno
RAJW441015,William,Ramirez,Johnson,1944-10-15,74,H,1,no,muy-grande,19456855,7848,5,reparaciones,malo
YASA571119,Aurora,Yamasaki,South,1957-11-19,61,M,1,renta,alta,47428998,37164,5,carro,malo
RIED350312,Dennis,Ristau,Ernest,1935-03-12,84,H,3,no,alta,45288076,20297,11,vacaciones,bueno
SEMK791202,Krystle,Seals,Mitton,1979-12-02,39,M,3,no,muy-grande,9219482,14626,20,otros,bueno
GEMV340125,Vallie,Green,Miller,1934-01-25,85,M,2,no,moderada,35444,3442,16,vacaciones,bueno
HUHJ040510,Jennifer,Huckaby,Heredia,1904-05-10,114,M,0,renta,pequena,8444,48780,8,educacion,malo
FOLR571019,Robert,Forbus,Lord,1957-10-19,61,H,2,no,alta,79257899,38213,4,linea blanca,malo
GAKC191004,Catherine,Gauthier,Kunkel,1919-10-04,99,M,1,renta,pequena,2584,29957,6,carro,malo
SAVC360618,Carol,Strang,Vogan,1936-06-18,82,M,3,no,moderada,12697,7100,15,negocios,malo
PIHA980225,Allan,Picking,Hernandez,1998-02-25,21,H,0,propia,moderada,10162,47101,10,equipo,malo
BODA940217,Alfredo,Bolling,Diggs,1994-02-17,25,H,0,renta,moderada,39027,5818,15,carro,bueno
SOMJ190911,Jeremy,Souza,Mills,1919-09-11,99,H,2,propia,pequena,6349,5895,20,negocios,malo
SIWP531208,Penny,Smith,Wright,1953-12-08,65,M,2,propia,pequena,976,29749,22,muebles,malo
CAJL840518,Louis,Carley,Jasper,1984-05-18,34,H,1,propia,alta,42320006,11703,23,equipo,bueno
KEWR960309,Robert,Kessler,Wickline,1996-03-09,23,H,1,renta,pequena,7364,25522,2,linea blanca,malo
GODC420825,Carey,Goode,Dale,1942-08-25,76,H,2,propia,muy-grande,87213302,7920,23,educacion,bueno
CAGD740304,Donna,Camper,Gaddis,1974-03-04,45,M,1,propia,alta,83581851,49936,9,TV,bueno
MOJS750305,Santiago,Moye,Johnson,1975-03-05,44,H,1,renta,pequena,7765,38237,17,negocios,bueno
KAGW610310,William,Klapper,Gamble,1961-03-10,58,H,3,no,pequena,9380,43848,3,negocios,malo
CADJ231208,Jay,Casteel,Diaz,1923-12-08,95,H,3,propia,muy-grande,11299705,38164,9,negocios,bueno
MARA001104,Ashley,Martin,Rice,1900-11-04,118,M,2,renta,muy-grande,71958118,23126,15,reparaciones,bueno
SOHW831218,Winston,Schofield,Hunt,1983-12-18,35,H,1,propia,muy-grande,49290588,28773,17,reparaciones,malo
CISM620208,Mario,Chisholm,Shin,1962-02-08,57,H,0,propia,muy-grande,52819960,27321,12,muebles,bueno
NAHH170720,Heather,Napolitano,Hamel,1917-07-20,101,M,0,no,moderada,25472,32707,8,linea blanca,malo
GEGL430730,Lois,Glenn,Gionest,1943-07-30,75,M,0,no,muy-grande,88623856,16496,5,muebles,bueno
GAQY910513,Yvonne,Gaither,Quinn,1991-05-13,27,M,2,no,pequena,8475,33615,5,muebles,bueno
MEYD680312,Donna,Metcalfe,Yuro,1968-03-12,51,M,0,renta,moderada,47140,5925,5,vacaciones,bueno
MASF230814,Frances,Matthews,Smith,1923-08-14,95,M,3,propia,moderada,27408,12892,9,carro,bueno
MAWD450416,Dorothy,Malone,Wilt,1945-04-16,74,M,1,renta,alta,17866141,39777,17,reparaciones,malo
MITS810115,Sharon,Minert,Torain,1981-01-15,38,M,3,renta,alta,36014294,20232,24,educacion,malo
HOAC750506,Charles,Hockaday,Austin,1975-05-06,43,H,0,no,moderada,15095,42119,22,radio,malo
SEMK210719,Katherine,Serio,Malone,1921-07-19,97,M,1,renta,moderada,15845,18197,15,linea blanca,malo
SAWW840925,Winnie,Santana,White,1984-09-25,34,M,3,propia,pequena,2757,47909,21,equipo,malo
BASJ420523,Jennifer,Blackwood,Steppe,1942-05-23,76,M,3,propia,alta,51400396,13261,18,negocios,malo
BEDF770804,Fay,Beltran,Dingus,1977-08-04,41,M,0,no,moderada,26590,13812,11,linea blanca,malo
NAPM480330,Michele,Napper,Pardo,1948-03-30,71,M,1,renta,alta,88147317,27606,15,otros,bueno
GAMS740411,Sam,Garcia,Martin,1974-04-11,45,H,0,renta,moderada,20432,23616,6,reparaciones,malo
CAGC760706,Colleen,Chavez,Gerrald,1976-07-06,42,M,1,propia,alta,13107037,37797,21,negocios,bueno
GOWT580716,Theresa,Gonzales,Weekly,1958-07-16,60,M,2,propia,pequena,7184,9512,22,TV,bueno
KIHN960421,Nathan,King,Holton,1996-04-21,23,H,2,propia,moderada,23369,24534,8,educacion,bueno
COHD120802,Daniel,Cotta,Henley,1912-08-02,106,H,2,renta,moderada,26700,3870,2,negocios,bueno
NOCR480725,Russell,Noreen,Carter,1948-07-25,70,H,0,propia,moderada,13640,28648,7,educacion,malo
EATM030124,Miss,Edward,Taylor,1903-01-24,116,M,2,propia,pequena,2790,44469,20,negocios,bueno
FIHR960220,Russell,Filthaut,Henderson,1996-02-20,23,H,1,renta,moderada,25241,46429,20,linea blanca,malo
AAQJ470215,Jon,Adams,Quinn,1947-02-15,72,H,1,no,moderada,12828,13274,11,educacion,malo
HUSH980527,Howard,Huizar,Smith,1998-05-27,20,H,0,no,alta,83938845,15712,10,muebles,bueno
MOKD200610,Deborah,Moore,Kramer,1920-06-10,98,M,1,no,alta,28998169,13256,12,muebles,bueno
SEDS451122,Sara,Sterling,Destina,1945-11-22,73,M,1,no,moderada,48030,21101,11,reparaciones,bueno
MAOT530629,Tanya,Martinez,Osborne,1953-06-29,65,M,3,no,muy-grande,53778232,29886,6,linea blanca,malo
BUSA220512,Anthony,Bruce,Stewart,1922-05-12,96,H,0,no,muy-grande,16924790,7784,12,negocios,bueno
KIYM890119,Minnie,Knight,Yahna,1989-01-19,30,M,0,no,alta,50722564,19014,19,radio,bueno
FOSK240328,Kathleen,Foster,Smith,1924-03-28,95,M,1,propia,pequena,858,49611,6,reparaciones,malo
SUCH590929,Helen,Sulla,Cramer,1959-09-29,59,M,3,no,moderada,44714,46577,20,reparaciones,malo
MEMG260814,Gilbert,Mendoza,Moore,1926-08-14,92,H,0,renta,moderada,36183,12903,5,equipo,malo
SESM900622,Marcella,Stewart,Soliz,1990-06-22,28,M,3,propia,moderada,41734,3261,7,reparaciones,malo
MAMC900203,Carrie,Marrero,Mcgrath,1990-02-03,29,M,3,renta,muy-grande,61768843,18059,6,carro,malo
WILM460211,Maxine,Wickham,Lamont,1946-02-11,73,M,2,renta,alta,1645553,33885,7,otros,malo
OIBM800419,Mary,Ortiz,Becwar,1980-04-19,39,M,0,no,moderada,25488,37573,13,vacaciones,bueno
SAHR151015,Richard,Stankiewicz,Horn,1915-10-15,103,H,0,propia,muy-grande,52539205,38087,18,linea blanca,bueno
BADD780330,Dudley,Barnes,Davidson,1978-03-30,41,H,2,renta,muy-grande,26771081,3474,8,radio,bueno
MOSE690529,Eric,Mooney,Shouse,1969-05-29,49,H,3,no,pequena,5,28263,3,negocios,malo
PURS421025,Samuel,Purcell,Robinson,1942-10-25,76,H,0,renta,moderada,20499,2739,17,muebles,bueno
WISB711205,Brad,White,Sheridan,1971-12-05,47,H,3,no,muy-grande,73620651,36949,4,equipo,bueno
MUVC200220,Carol,Murphy,Valdez,1920-02-20,99,M,1,no,pequena,1213,27297,6,linea blanca,bueno
POGD070720,Donna,Porter,Goddard,1907-07-20,111,M,1,renta,alta,70809652,30978,14,TV,malo
WICP260404,Patricia,Wilson,Coleman,1926-04-04,93,M,2,renta,moderada,14030,9594,16,muebles,malo
BOPM310728,Mary,Bloch,Phillips,1931-07-28,87,M,0,propia,moderada,21510,45919,10,linea blanca,malo
SESJ101028,John,Schnell,Suzuki,1910-10-28,108,H,1,no,muy-grande,42588458,10285,23,carro,bueno
JOYS760502,Shirley,Jones,Yerger,1976-05-02,42,M,3,no,alta,33876317,45185,4,otros,bueno
JOKL600710,Linda,Johnson,Karcher,1960-07-10,58,M,3,renta,pequena,7750,49681,18,otros,bueno
LORR240425,Ronald,Lopez,Roberts,1924-04-25,95,H,0,propia,moderada,35589,39190,4,radio,malo
MACJ650907,John,Marenco,Cooper,1965-09-07,53,H,2,no,moderada,44941,24887,5,linea blanca,bueno
BEPE631119,Edward,Benzing,Palmer,1963-11-19,55,H,1,renta,moderada,23340,40289,3,radio,bueno
MEMW830428,Willie,Mendez,Miller,1983-04-28,36,H,1,propia,moderada,28555,20382,11,otros,bueno
LIRD640614,Danny,Lish,Ramsey,1964-06-14,54,H,2,no,pequena,5755,27130,24,radio,malo
MIME130208,Eric,Miller,Minter,1913-02-08,106,H,3,renta,moderada,30625,18755,22,muebles,malo
WOBJ220803,James,Woods,Bell,1922-08-03,96,H,1,no,pequena,5667,9367,7,vacaciones,malo
JOQD831224,Donna,Johnson,Queener,1983-12-24,35,M,3,no,moderada,12877,21452,17,TV,bueno
BUHT050104,Thomas,Brunson,Howard,1905-01-04,114,H,1,no,moderada,37486,16922,5,carro,malo
TUSR000505,Roy,Turner,Schall,1900-05-05,118,H,0,propia,moderada,16316,17502,18,radio,malo
TOJA660528,Albert,Thompson,Jackson,1966-05-28,52,H,2,no,moderada,38659,37434,15,educacion,malo
YOHE210508,Ethel,Yoshida,Herndon,1921-05-08,97,M,1,no,pequena,5677,12997,21,carro,bueno
RIFE970827,Efren,Rivera,Fuller,1997-08-27,21,H,1,renta,pequena,7737,14557,7,otros,malo
TAGK940227,Kevin,Tarpley,Guerrero,1994-02-27,25,H,1,renta,muy-grande,91594837,14168,4,vacaciones,bueno
TUOH830629,Heidi,Tuliau,Orndorff,1983-06-29,35,M,3,propia,muy-grande,22652016,37704,14,linea blanca,malo
PAME910308,Ethel,Paulson,Montalbo,1991-03-08,28,M,1,propia,muy-grande,4733256,4479,9,TV,bueno
PAFS531208,Sheri,Paker,Favorite,1953-12-08,65,M,0,propia,alta,78998287,24608,3,linea blanca,malo
SIIK310909,Karla,Snipes,Islam,1931-09-09,87,M,0,renta,alta,4947740,39260,18,radio,malo
MAEM441203,Michael,Maher,Epperson,1944-12-03,74,H,3,renta,pequena,7121,10478,15,reparaciones,bueno
TOLD951203,Donald,Thompson,Landry,1995-12-03,23,H,3,propia,alta,53320378,26381,14,linea blanca,bueno
LOKJ280610,Joseph,Long,Kennedy,1928-06-10,90,H,1,renta,alta,30150112,27786,2,linea blanca,malo
GOPM380807,Monika,Grossman,Patch,1938-08-07,80,M,1,no,moderada,30161,13304,20,otros,malo
VETK720411,Kenneth,Vela,Thomas,1972-04-11,47,H,1,no,alta,84854455,46939,20,otros,malo
GAHB400321,Betty,Gatewood,Hickman,1940-03-21,79,M,3,renta,alta,1274780,33755,20,muebles,bueno
TOAG610321,Gary,Tolentino,Anderson,1961-03-21,58,H,0,no,moderada,40499,19685,3,linea blanca,bueno
DOHJ030929,Joyce,Douglas,Henriques,1903-09-29,115,M,3,no,moderada,18431,21050,10,carro,malo
DALP020422,Pearl,Day,Long,1902-04-22,117,M,0,renta,pequena,2474,11621,24,vacaciones,bueno
VAWJ550504,James,Varrone,Watts,1955-05-04,63,H,3,renta,pequena,2434,32145,8,TV,malo
VOEM870424,Matthew,Vo,Escobar,1987-04-24,32,H,3,propia,alta,91369240,29618,22,negocios,bueno
HUIM300127,Magen,Hutchens,Irvin,1930-01-27,89,M,2,no,muy-grande,92786278,41540,17,carro,malo
SEWJ500629,Jeffrey,Stevens,Wilkerson,1950-06-29,68,H,2,propia,pequena,8540,1384,8,vacaciones,bueno
COLM720615,Matilde,Coyne,Loughran,1972-06-15,46,M,0,renta,muy-grande,90187726,15823,20,linea blanca,malo
GUGT611114,Tawnya,Guerrero,Giles,1961-11-14,57,M,1,propia,pequena,5119,31466,14,TV,malo
DECD580313,Don,Derose,Congdon,1958-03-13,61,H,0,no,pequena,3476,24668,24,educacion,malo
ROMW750410,Willie,Rosenfield,Manning,1975-04-10,44,H,2,no,pequena,9898,41955,21,equipo,bueno
COBK740107,Kelli,Cook,Billingsley,1974-01-07,45,M,3,renta,muy-grande,93192780,30877,21,TV,bueno
DARM071018,Michael,Davis,Roberts,1907-10-18,111,H,3,propia,moderada,40953,26622,22,TV,bueno
GILT540919,Tina,Griggs,Lewis,1954-09-19,64,M,1,no,muy-grande,26413789,4082,20,vacaciones,bueno
WOBE581114,Ellen,Woods,Berry,1958-11-14,60,M,2,renta,alta,59114468,36949,19,otros,malo
HIML200229,Lucille,Hinnant,Martin,1920-02-29,99,M,3,propia,muy-grande,90810628,12660,8,muebles,bueno
EECJ411128,James,Esperon,Carrick,1941-11-28,77,H,0,propia,pequena,7170,1768,15,radio,malo
EABW250228,William,Edwards,Barness,1925-02-28,94,H,3,no,muy-grande,9890151,8469,13,negocios,bueno
BISR021211,Renee,Brinson,Santos,1902-12-11,116,M,3,renta,muy-grande,83081296,21657,14,vacaciones,malo
MACS350629,Sallie,Mathwich,Caraway,1935-06-29,83,M,3,propia,muy-grande,43958051,44097,18,linea blanca,bueno
MUPW600215,William,Mcguffee,Pelkey,1960-02-15,59,H,1,renta,moderada,23207,27274,12,educacion,malo
CAJD971126,Della,Chavez,Jackson,1997-11-26,21,M,3,renta,pequena,5071,33928,16,TV,malo
GIGT960514,Tiffany,Gibson,Gibson,1996-05-14,22,M,3,propia,alta,90041630,23545,2,equipo,bueno
BAJN780408,Nickolas,Brady,Johnson,1978-04-08,41,H,1,no,pequena,1747,29691,10,equipo,bueno
BAWI740105,Ira,Bryant,Witham,1974-01-05,45,H,2,renta,muy-grande,77039745,29702,6,negocios,malo
KICJ201123,Jamie,King,Cahill,1920-11-23,98,M,2,propia,alta,49856777,37248,8,linea blanca,malo
SAHD210427,Dorothy,Schanz,Hollis,1921-04-27,98,M,0,renta,alta,18648204,47568,23,carro,bueno
SOHA720527,Arturo,Short,Henderson,1972-05-27,46,H,1,renta,moderada,16216,5217,20,vacaciones,malo
RORW751030,William,Rocchio,Roback,1975-10-30,43,H,0,renta,moderada,39942,19357,10,otros,malo
AACN660816,Nancy,Alamilla,Cleary,1966-08-16,52,M,2,no,pequena,2379,40806,21,equipo,bueno
LUSD770617,Daniel,Lucas,Stephens,1977-06-17,41,H,2,no,pequena,7138,24097,11,linea blanca,bueno
SESA900118,Anna,Stevens,Schulze,1990-01-18,29,M,3,renta,alta,48760413,8560,14,reparaciones,malo
WIXT480516,Tina,White,Xiong,1948-05-16,70,M,1,renta,moderada,26031,29623,2,radio,malo
BEKB000914,Bertha,Bender,Kennedy,1900-09-14,118,M,2,no,moderada,44426,32950,24,educacion,bueno
HUJR080119,Rosa,Hugle,Jackson,1908-01-19,111,M,0,no,pequena,5749,15063,16,muebles,malo
WAFD150118,Douglas,Wallerich,Frank,1915-01-18,104,H,0,propia,alta,58412979,27414,23,carro,bueno
ZACA680116,Ana,Zayas,Chapin,1968-01-16,51,M,0,renta,muy-grande,99200034,47945,5,radio,bueno
BIRR790624,Robbie,Briscoe,Robbins,1979-06-24,39,M,2,renta,moderada,12552,15152,10,muebles,bueno
PIML070308,Lea,Phillips,Mcdonough,1907-03-08,112,M,2,no,moderada,23922,17043,9,linea blanca,malo
WIBD490515,David,White,Byrd,1949-05-15,69,H,2,renta,moderada,43651,49685,13,educacion,malo
BEGD280204,Dennis,Berg,Gipson,1928-02-04,91,H,1,no,pequena,9432,25730,7,linea blanca,malo
FIHH180817,Harold,Fillingham,Humbert,1918-08-17,100,H,0,propia,muy-grande,62211884,36438,13,linea blanca,malo
OUMT510524,Thomas,Orduno,Mcgloin,1951-05-24,67,H,2,no,alta,10733546,34102,19,carro,bueno
MARB160525,Brad,May,Rice,1916-05-25,102,H,3,propia,alta,66845666,6300,13,radio,bueno
LEBJ940912,Julia,Levinthal,Brewer,1994-09-12,24,M,2,no,pequena,8166,22481,23,vacaciones,bueno
RECD140114,Debbie,Redmond,Crutchfield,1914-01-14,105,M,1,renta,muy-grande,10022994,37726,19,radio,malo
BOTC800628,Carol,Boyle,Taylor,1980-06-28,38,M,3,propia,muy-grande,88462481,45703,18,reparaciones,malo
LEMJ841214,John,Leak,Madeira,1984-12-14,34,H,2,renta,pequena,4190,12268,9,equipo,bueno
CABI970429,Ira,Carriger,Benson,1997-04-29,21,H,2,propia,alta,90794387,15868,9,linea blanca,bueno
POFG610817,Gary,Potts,Fata,1961-08-17,57,H,2,no,muy-grande,92507692,16158,14,radio,malo
MAWM541121,Matthew,Mahoney,Williams,1954-11-21,64,H,2,renta,muy-grande,35056487,20195,9,linea blanca,malo
WAJS360807,Sharon,Watson,James,1936-08-07,82,M,2,no,alta,89650044,27597,6,negocios,malo
GIAV800119,Virginia,Griffin,Aymond,1980-01-19,39,M,0,no,moderada,49837,30630,24,TV,bueno
MOJE721221,Erika,Morgan,Jefferson,1972-12-21,46,M,0,renta,moderada,17309,28546,4,TV,bueno
LEAM470308,Marion,Lederman,Aslam,1947-03-08,72,H,2,propia,alta,71869374,5751,10,reparaciones,malo
WIRL380115,Leon,Wise,Roseboro,1938-01-15,81,H,1,propia,alta,46677490,2823,5,vacaciones,malo
BOBP810517,Pamela,Brown,Brown,1981-05-17,37,M,2,no,moderada,18109,3286,22,reparaciones,bueno
MIJT830503,Todd,Micciche,Jenkins,1983-05-03,35,H,2,renta,muy-grande,1626578,26315,3,radio,malo
MAHJ801121,James,Martin,Hackshaw,1980-11-21,38,H,2,no,muy-grande,67441625,18313,15,linea blanca,malo
POHM530106,Marion,Porter,Herrick,1953-01-06,66,M,3,no,pequena,965,29044,12,educacion,bueno
PIPR670114,Reginald,Pillar,Payne,1967-01-14,52,H,3,no,moderada,28058,2092,12,vacaciones,malo
NEWA450312,Antone,Neubauer,Walraven,1945-03-12,74,H,1,renta,muy-grande,11558667,14341,7,vacaciones,malo
PEHK050508,Kathy,Perla,Hernandez,1905-05-08,113,M,2,no,pequena,551,2887,21,educacion,malo
AAWD010430,Debrah,Altman,Welsh,1901-04-30,117,M,2,propia,pequena,4176,18590,8,radio,bueno
LAMJ870324,Jesse,Lane,Manson,1987-03-24,32,H,0,propia,muy-grande,70036404,7074,18,carro,bueno
LARJ050418,James,Langevin,Reyes,1905-04-18,114,H,0,no,alta,60295681,5236,15,negocios,malo
CASR430718,Richard,Cardenas,Skinner,1943-07-18,75,H,0,no,moderada,46871,32167,18,educacion,bueno
CAWC560405,Charles,Carroll,Williams,1956-04-05,63,H,1,renta,muy-grande,20992903,29453,19,otros,bueno
MAMC430824,Caroline,Mack,Mielke,1943-08-24,75,M,1,no,moderada,10378,19033,2,reparaciones,malo
AOSD320617,David,Armstrong,Stephens,1932-06-17,86,H,0,no,moderada,49961,3542,19,equipo,malo
CARG110516,Ginger,Caswell,Ross,1911-05-16,107,M,2,propia,alta,10102605,14415,13,TV,bueno
GAGK190402,Kimberly,Grap,Gayden,1919-04-02,100,M,1,no,muy-grande,418899,49489,20,linea blanca,bueno
SAMD680525,Demetria,Sanford,Murrietta,1968-05-25,50,M,1,propia,moderada,11452,3402,5,negocios,bueno
TIEC831110,Cynthia,Tienda,Erickson,1983-11-10,35,M,2,renta,alta,8371108,8141,12,equipo,bueno
BOOM750207,Mary,Brock,Ortiz,1975-02-07,44,M,3,propia,pequena,789,48102,4,equipo,bueno
RISJ740901,Jeremy,Ricley,Sandoz,1974-09-01,44,H,1,no,pequena,626,25022,7,vacaciones,malo
AOHL960410,Lloyd,Arnold,Hui,1996-04-10,23,H,3,no,muy-grande,76950485,45220,17,otros,bueno
RAPJ840625,John,Ramirez,Price,1984-06-25,34,H,0,no,moderada,12753,17552,16,radio,malo
SACK730208,Kathleen,Salinas,Chandler,1973-02-08,46,M,0,propia,moderada,18371,21127,6,educacion,malo
RAVN240326,Nettie,Ramsey,Vasquez,1924-03-26,95,M,1,renta,moderada,46451,23630,15,linea blanca,malo
BOSB591015,Brian,Boettcher,Stone,1959-10-15,59,H,3,renta,moderada,24606,25386,19,negocios,bueno
PACA960719,Anderson,Palmer,Collins,1996-07-19,22,H,3,no,alta,78376472,3280,17,educacion,bueno
BEFG070603,Gloria,Bethke,Fagundes,1907-06-03,111,M,1,no,muy-grande,54008488,34657,10,muebles,bueno
HORJ171223,John,Hoskins,Renteria,1917-12-23,101,H,2,no,pequena,4857,24219,13,radio,bueno
GEWA281128,Adele,Gerber,Waymire,1928-11-28,90,M,2,no,muy-grande,24662937,29044,20,carro,bueno
JOGT990224,Thomas,Johnson,Gonzales,1999-02-24,20,H,0,no,muy-grande,12274123,13588,2,linea blanca,bueno
SOHA450106,Amy,Sowl,Heikes,1945-01-06,74,M,1,renta,muy-grande,98619188,29888,16,reparaciones,bueno
JAGE030109,Elaine,Jacobs,Giroux,1903-01-09,116,M,1,no,muy-grande,18775691,23895,24,carro,malo
CAWA691021,Anna,Cassin,Weiss,1969-10-21,49,M,2,propia,muy-grande,8149337,39969,20,linea blanca,malo
EEGL100508,Lisa,Emery,Gonzalez,1910-05-08,108,M,2,renta,pequena,9233,41952,17,muebles,bueno
FOGS900203,Shelly,Flores,Geddes,1990-02-03,29,M,3,propia,muy-grande,53479810,23413,2,negocios,bueno
BOBD921030,Duane,Boisen,Baughman,1992-10-30,26,H,0,renta,alta,19120122,9867,2,reparaciones,malo
GAPL540307,Lillian,Garibay,Price,1954-03-07,65,M,1,renta,alta,74199255,9876,17,reparaciones,bueno
TACJ011114,John,Taylor,Castillo,1901-11-14,117,H,2,renta,pequena,6869,39545,2,radio,malo
CIBD181220,Dennis,Chiarello,Burch,1918-12-20,100,H,2,propia,pequena,8947,26152,20,educacion,bueno
AIKD760322,Dolores,Azim,Knox,1976-03-22,43,M,3,no,alta,25291849,44010,16,linea blanca,bueno
PICN141126,Nancy,Pitts,Cameron,1914-11-26,104,M,2,propia,moderada,44787,24158,7,muebles,bueno
RASJ861027,Joseph,Range,Stelmack,1986-10-27,32,H,0,no,moderada,43334,27640,15,linea blanca,malo
DIVO330611,Oscar,Dietz,Vanhoose,1933-06-11,85,H,3,propia,moderada,16208,19911,4,equipo,malo
NERE790327,Eva,Needels,Richmond,1979-03-27,40,M,3,no,moderada,27910,33843,12,linea blanca,bueno
JUBS161014,Susanne,Juarez,Bubrig,1916-10-14,102,M,0,renta,moderada,26055,36706,24,TV,bueno
SILV200612,Victor,Smith,Lucio,1920-06-12,98,H,3,renta,alta,75263231,17455,3,carro,malo
AEHJ950908,Joseph,Anderson,Harvey,1995-09-08,23,H,0,no,moderada,16410,37368,7,radio,malo
HERL461024,Lynn,Hensler,Roth,1946-10-24,72,M,0,no,pequena,3742,14330,23,negocios,malo
SESE390722,Eva,Steenken,Sandow,1939-07-22,79,M,3,no,alta,69230999,26288,4,carro,bueno
DEPJ400111,Jerry,Delong,Perdue,1940-01-11,79,H,0,no,alta,1845658,31000,8,carro,malo
DEGA050301,Anna,Defenbaugh,Green,1905-03-01,114,M,2,no,pequena,5672,9681,24,negocios,malo
AAGM730115,Marco,Adams,Gonder,1973-01-15,46,H,3,propia,alta,54218584,10404,21,muebles,bueno
FAGJ360402,Jimmy,Falls,Gansen,1936-04-02,83,H,1,no,muy-grande,8615558,15467,6,linea blanca,malo
TOJJ850223,Jim,Thompson,Jones,1985-02-23,34,H,1,propia,moderada,21655,9648,15,negocios,malo
HOTJ120527,John,Howard,Triplett,1912-05-27,106,H,2,renta,muy-grande,83475014,26738,12,carro,bueno
SUJH770228,Harold,Stucky,Jones,1977-02-28,42,H,1,no,moderada,23324,1581,17,muebles,malo
MIMR811015,Rachel,Mills,Martin,1981-10-15,37,M,0,renta,muy-grande,30790406,27937,24,negocios,bueno
